City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
230,huarmey,-10.0681,-78.1522,26.59,73,27,5.08,PE,1682283145
231,nikolayevsk-on-amure,53.1406,140.73,-0.75,74,25,5.02,RU,1682283146
232,aghstafa,41.1189,45.4539,14.92,68,94,1.49,AZ,1682283146
233,luderitz,-26.6481,15.1594,18.03,51,100,2.56,NA,1682283146
234,barela,23.1,80.05,23.88,43,67,1.62,IN,1682283146
235,margaret river,-33.95,115.0667,13.19,79,100,7.22,AU,1682283146
236,filipstad,59.7124,14.1683,8.06,95,100,3.16,SE,1682283147
237,kodiak,57.79,-152.4072,3.73,41,0,7.2,US,1682283147
238,mana,5.6592,-53.7767,23.38,96,100,0.42,GF,1682283147
239,fond parisien,18.5058,-71.9767,28.98,43,19,5.61,HT,1682283147
240,nagqu,31.5,92.0,-5.0,31,100,5.0,CN,1682283147
241,luanda,-8.8368,13.2343,28.0,78,40,3.6,AO,1682282871
242,teguise,29.0605,-13.564,17.12,68,20,7.72,ES,1682283148
243,palafrugell,41.9174,3.1631,15.2,49,58,1.34,ES,1682283148
244,minas de marcona,-15.2119,-75.1103,21.59,59,1,6.81,PE,1682283148
245,misratah,32.3754,15.0925,17.35,72,82,4.01,LY,1682283149
246,ola,59.5833,151.2833,1.02,68,87,9.18,RU,1682283149
247,woolgoolga,-30.1106,153.2007,18.36,74,82,7.32,AU,1682283149
248,san patricio,28.017,-97.5169,21.02,84,100,6.01,US,1682283150
249,derbent,42.0678,48.2899,12.46,75,84,3.55,RU,1682283150
250,kismayo,-0.3582,42.5454,28.18,76,100,2.83,SO,1682283150
251,puerto deseado,-47.7503,-65.8938,15.24,48,98,4.36,AR,1682283094
252,bahawalnagar,30.5508,73.3908,23.18,20,0,1.5,PK,1682283150
253,salym,60.0625,71.4789,3.89,98,100,3.79,RU,1682283150
254,holualoa,19.6228,-155.9522,24.91,81,75,4.63,US,1682282896
255,luorong,24.4058,109.6086,15.44,93,100,4.76,CN,1682283151
256,necochea,-38.5473,-58.7368,14.97,80,0,4.16,AR,1682283151
257,marsa alam,25.0757,34.8918,25.5,52,55,3.49,EG,1682283152
258,nadym,65.5333,72.5167,1.19,97,100,7.31,RU,1682283152
259,az zuwaytinah,30.9522,20.1202,22.19,50,3,6.77,LY,1682283152
260,hasaki,35.7333,140.8333,11.27,65,100,8.22,JP,1682283153
261,grand falls-windsor,48.9332,-55.6649,2.5,93,100,1.34,CA,1682283153
